aisha_tyler.jpg,p001,35,16.72086943596881
aisha_tyler.jpg,p013,9,24.39692601353484
aisha_tyler.jpg,p016,4,16.395737760492285
aisha_tyler.jpg,p018,2,19.079943748473188
helen_mirren.jpg,p020,30,24.925083021434595
helen_mirren.jpg,p019,5,17.473745188506292
helen_mirren.jpg,p006,11,20.864631350117456
helen_mirren.jpg,p018,3,19.83206674759857
helen_mirren.jpg,p001,1,15.402040882859161
lance_reddick.jpg,p020,36,37.56957093259886
lance_reddick.jpg,p023,14,28.185502387478273
matthew_perry.jpg,p002,26,18.755687341839252
matthew_perry.jpg,p022,1,18.413603939986988
matthew_perry.jpg,p020,14,27.868713248404276
matthew_perry.jpg,p004,4,18.09417897627327
matthew_perry.jpg,p019,5,15.508927652112831
mel_gibson.jpg,p020,28,52.66816619088461
mel_gibson.jpg,p004,22,36.96653695826702
michael_cera.jpg,p001,50,39.13916882407375
michael_pena.jpg,p014,10,27.646722782896756
michael_pena.jpg,p002,12,22.828435665496247
michael_pena.jpg,p007,26,21.99491314056971
michael_pena.jpg,p020,1,22.331884452548923
michael_pena.jpg,p019,1,23.576955436175407
myesha.JPG,p019,50,64.14285158273078
nathan.jpg,p001,24,19.326245692635357
nathan.jpg,p004,26,22.835792722279606
priyanka_chopra.jpg,p022,20,25.444063420416303
priyanka_chopra.jpg,p013,24,36.08874187905479
priyanka_chopra.jpg,p005,6,29.970949007615683
ray.jpg,p001,48,35.42267636977446
ray.jpg,p004,2,21.91958989349161
