michael_cera.jpg,i079,8,10.675427106534555
michael_cera.jpg,i077,41,14.424644649113025
michael_cera.jpg,i057,1,10.070256321436423
nathan.jpg,i052,15,8.94304159305232
nathan.jpg,i255,23,10.075128833407309
nathan.jpg,i058,5,9.22888340032132
nathan.jpg,i290,6,9.02065391902601
nathan.jpg,i024,1,10.633474315492396
matthew_perry.jpg,i602,11,9.540943081168335
matthew_perry.jpg,i083,15,9.656145261276066
matthew_perry.jpg,i300,22,11.632559433757349
matthew_perry.jpg,i024,2,8.942885412073913
helen_mirren.jpg,i202,5,10.31201410603823
helen_mirren.jpg,i439,39,9.371086407247372
helen_mirren.jpg,i257,6,11.460199099336572
lance_reddick.jpg,i246,35,13.903609994876195
lance_reddick.jpg,i303,9,11.167334367599333
lance_reddick.jpg,i294,6,12.06886857618438
michael_pena.jpg,i201,21,8.232228075132483
michael_pena.jpg,i307,26,8.490717863478094
michael_pena.jpg,i292,1,7.112135000574179
michael_pena.jpg,i200,1,7.458142767476803
michael_pena.jpg,i085,1,7.980996059743293
mel_gibson.jpg,i275,27,9.856226816930732
mel_gibson.jpg,i299,16,8.707287159268676
mel_gibson.jpg,i002,4,8.546255495320338
mel_gibson.jpg,i203,1,8.955485606316236
mel_gibson.jpg,i045,2,8.21984455120593
aisha_tyler.jpg,i079,6,7.285060891695509
aisha_tyler.jpg,i235,5,8.722614157539855
aisha_tyler.jpg,i200,32,7.359667161618324
aisha_tyler.jpg,i041,2,6.90333775887121
aisha_tyler.jpg,i016,1,6.855072251678686
aisha_tyler.jpg,i039,3,7.628439131244342
aisha_tyler.jpg,i407,1,6.361513481521014
ray.jpg,i028,23,9.05153606945108
ray.jpg,i290,10,9.626401502014803
ray.jpg,i613,15,8.497304817106194
ray.jpg,i284,1,7.340429363921944
ray.jpg,i235,1,7.775450886425525
priyanka_chopra.jpg,i000,32,8.816369911243344
priyanka_chopra.jpg,i295,2,8.035073553860522
priyanka_chopra.jpg,i282,2,9.783791265508285
priyanka_chopra.jpg,i022,6,11.33322420150231
priyanka_chopra.jpg,i033,3,8.382300341915863
priyanka_chopra.jpg,i302,3,8.522146869132236
priyanka_chopra.jpg,i270,1,9.152248762094306
priyanka_chopra.jpg,i293,1,8.819180482223771
myesha.JPG,i257,14,9.277767670052402
myesha.JPG,i232,8,8.828573847766991
myesha.JPG,i030,20,9.271156287780654
myesha.JPG,i086,2,7.28288371982498
myesha.JPG,i202,2,8.87424179876707
myesha.JPG,i251,1,8.607649703445007
myesha.JPG,i013,1,7.479881269619037
myesha.JPG,i217,1,7.797305190171631
myesha.JPG,i246,1,8.659860267469778
