aisha_tyler.jpg,p001,25,15.199800809821914
aisha_tyler.jpg,p013,22,18.048954396936765
aisha_tyler.jpg,p019,1,16.117473239129634
aisha_tyler.jpg,p018,2,17.47649832606887
helen_mirren.jpg,p006,15,14.463050146419413
helen_mirren.jpg,p020,34,17.154983064803826
helen_mirren.jpg,p019,1,12.243462377083844
lance_reddick.jpg,p020,43,24.589187861295624
lance_reddick.jpg,p022,2,18.211315779681456
lance_reddick.jpg,p023,4,17.422050626528325
lance_reddick.jpg,p019,1,22.489514582782714
matthew_perry.jpg,p020,23,14.63405839218062
matthew_perry.jpg,p002,10,12.443689444404331
matthew_perry.jpg,p019,8,12.568462057783355
matthew_perry.jpg,p004,6,12.545270524529352
matthew_perry.jpg,p022,3,12.854303415980468
mel_gibson.jpg,p020,43,33.68667428085697
mel_gibson.jpg,p004,7,26.250637465595066
michael_cera.jpg,p001,50,36.39627991061542
michael_pena.jpg,p007,18,17.521191315295845
michael_pena.jpg,p002,10,14.213522486143646
michael_pena.jpg,p018,9,15.681328960646669
michael_pena.jpg,p014,3,13.151045849025316
michael_pena.jpg,p019,5,13.907908554722752
michael_pena.jpg,p020,4,15.393565118455399
michael_pena.jpg,p001,1,12.775689647577474
myesha.JPG,p019,50,47.5667472061759
nathan.jpg,p001,48,26.507316747735345
nathan.jpg,p004,2,26.079078862384314
priyanka_chopra.jpg,p005,2,13.683478518913404
priyanka_chopra.jpg,p022,35,20.22933691090748
priyanka_chopra.jpg,p013,13,21.833484300081018
ray.jpg,p001,50,39.506892535093726
